ID,height(cm),weight(kg)
user_6023,151.2,77.0
user_6024,163.1,62.8
user_6025,130.4,67.7
user_6026,171.4,90.8
user_6027,154.9,65.9
user_6028,167.1,70.6
user_6029,151.9,63.1
user_6030,166.1,66.0
user_6031,149.3,103.2
user_6032,146.4,73.0
user_6033,161.2,82.0
user_6034,162.9,78.5
user_6035,148.6,80.1
user_6036,166.6,81.3
user_6037,145.7,95.9
user_6038,151.3,82.9
user_6039,154.2,92.7
user_6040,138.3,91.0
user_6041,153.0,88.5
user_6042,160.0,63.3
user_6043,156.7,61.5
user_6044,157.1,75.5
user_6045,142.0,62.3
user_6046,144.7,78.2
user_6047,181.9,70.1
user_6048,169.8,64.9
user_6049,142.9,77.1
user_6050,144.8,109.1
user_6051,165.3,98.9
user_6052,148.0,104.4
user_6053,165.9,100.0
user_6054,141.8,68.8
user_6055,159.6,89.4
user_6056,130.5,97.2
user_6057,137.0,96.4
user_6058,153.1,68.9
user_6059,160.1,104.1
user_6060,152.0,103.7
user_6061,181.2,68.9
user_6062,132.5,76.5
user_6063,141.2,77.9
user_6064,141.6,60.0
user_6065,185.3,74.5
user_6066,161.7,78.3
user_6067,177.9,63.9
user_6068,135.1,106.6
user_6069,157.5,66.9
user_6070,174.6,61.9
user_6071,133.3,65.5
user_6072,153.7,62.2
user_6073,132.0,87.7
user_6074,160.1,109.0
user_6075,151.9,101.0
user_6076,186.2,79.4
user_6077,132.1,94.0
user_6078,161.7,63.6
user_6079,156.8,104.4
user_6080,181.0,75.9
user_6081,134.2,64.2
user_6082,161.4,76.4
user_6083,147.3,97.5
user_6084,165.2,101.5
user_6085,164.2,75.3
user_6086,169.0,78.3
user_6087,149.2,85.9
user_6088,131.0,109.5
user_6089,163.4,72.1
user_6090,165.4,73.3
user_6091,153.5,76.1
user_6092,145.9,75.8
user_6093,158.8,68.8
user_6094,156.8,87.2
user_6095,153.0,87.3
user_6096,177.8,69.4
user_6097,140.4,62.6
user_6098,159.2,103.6
user_6099,161.7,91.1
user_6100,145.6,60.7
user_6101,158.8,80.1
user_6102,167.2,104.6
user_6103,157.1,67.7
user_6104,149.6,104.0
user_6105,181.9,60.3
user_6106,179.2,104.9
user_6107,154.3,68.8
user_6108,156.4,79.3
user_6109,136.2,82.5
user_6110,174.7,99.4
user_6111,135.4,82.3
user_6112,163.6,87.2
user_6113,145.9,64.7
user_6114,143.4,80.0
user_6115,151.7,71.8
user_6116,156.2,75.6
user_6117,152.3,96.1
user_6118,140.2,87.3
user_6119,146.9,78.2
user_6120,173.4,98.5
user_6121,142.5,103.6
user_6122,155.2,90.3
user_6123,160.4,83.1
user_6124,150.1,105.9
user_6125,155.3,79.4
user_6126,157.4,96.0
user_6127,153.5,84.9
user_6128,133.9,86.0
user_6129,140.6,82.4
user_6130,133.2,68.3
user_6131,186.1,67.8
user_6132,159.7,91.0
user_6133,151.0,105.4
user_6134,144.9,106.6
user_6135,182.4,85.6
user_6136,147.2,72.6
user_6137,139.3,62.8
user_6138,152.9,66.0
user_6139,138.9,82.4
user_6140,166.7,61.9
user_6141,155.4,97.9
user_6142,146.2,80.9
user_6143,174.0,85.7
user_6144,162.5,73.4
user_6145,155.3,70.4
user_6146,168.0,83.2
user_6147,137.7,101.8
user_6148,147.3,108.1
user_6149,160.6,71.7
user_6150,172.7,86.3
user_6151,168.9,78.5
user_6152,160.9,82.6
user_6153,167.5,64.0
user_6154,145.6,102.6
user_6155,165.5,68.1
user_6156,168.6,63.7
user_6157,165.9,101.3
user_6158,148.1,73.0
user_6159,188.0,78.6
user_6160,149.1,71.9
user_6161,155.2,77.2
user_6162,155.9,89.6
user_6163,137.8,92.2
user_6164,145.0,76.5
user_6165,131.2,71.4
user_6166,145.2,96.8
user_6167,179.4,95.5
user_6168,156.6,100.2
user_6169,145.0,79.4
user_6170,154.5,85.6
user_6171,170.0,103.7
user_6172,173.0,97.0
user_6173,148.5,89.1
user_6174,180.9,92.4
user_6175,148.3,67.0
user_6176,144.7,108.1
user_6177,130.8,74.8
user_6178,181.9,90.6
user_6179,157.9,107.1
user_6180,151.5,77.8
user_6181,133.2,84.6
user_6182,151.5,69.0
user_6183,168.0,78.2
user_6184,139.0,75.9
user_6185,172.2,71.7
user_6186,136.5,95.4
user_6187,181.6,103.6
user_6188,144.7,60.8
user_6189,154.0,99.1
user_6190,184.6,84.0
user_6191,167.6,71.3
user_6192,149.4,91.6
user_6193,176.8,107.7
user_6194,136.7,61.6
user_6195,146.8,72.1
user_6196,174.3,108.1
user_6197,147.5,93.2
user_6198,132.4,62.7
user_6199,153.1,99.9
user_6200,153.4,88.1
user_6201,155.4,82.0
user_6202,171.3,63.8
user_6203,138.7,86.1
user_6204,156.4,86.6
user_6205,156.2,63.4
user_6206,157.2,73.7
user_6207,149.6,81.8
user_6208,139.7,95.6
user_6209,156.7,100.3
user_6210,136.4,60.7
user_6211,168.5,79.2
user_6212,150.4,71.5
user_6213,163.0,79.0
user_6214,168.8,91.5
user_6215,155.5,86.5
user_6216,134.5,93.4
user_6217,154.2,75.2
user_6218,156.6,77.4
user_6219,168.8,76.1
user_6220,136.6,103.3
user_6221,153.4,109.8
user_6222,167.8,67.0
user_6223,168.7,84.3
user_6224,148.0,83.0
user_6225,146.0,92.7
user_6226,149.4,106.9
user_6227,132.8,76.4
user_6228,188.5,109.5
user_6229,145.9,79.3
user_6230,164.7,86.1
user_6231,151.0,89.2
user_6232,130.9,62.9
user_6233,142.4,95.5
user_6234,148.5,104.2
user_6235,178.1,70.3
user_6236,139.6,101.4
user_6237,155.9,71.0
user_6238,163.0,65.1
user_6239,136.0,81.0
user_6240,163.8,66.1
user_6241,171.7,105.6
user_6242,152.0,91.1
user_6243,154.8,68.8
user_6244,155.6,81.4
user_6245,163.1,101.1
user_6246,143.4,77.5
user_6247,155.3,78.8
user_6248,148.4,70.1
user_6249,145.7,77.5
user_6250,170.8,96.0
user_6251,148.1,96.8
user_6252,185.9,76.1
user_6253,154.2,71.5
user_6254,177.2,63.6
user_6255,155.6,78.0
user_6256,167.8,69.9
user_6257,146.2,78.5
user_6258,177.5,64.0
user_6259,148.8,100.0
user_6260,135.3,69.3
user_6261,175.3,76.9
user_6262,173.1,109.2
user_6263,148.2,105.5
user_6264,166.9,107.6
user_6265,131.6,104.1
user_6266,153.7,100.4
user_6267,170.0,109.3
user_6268,165.0,67.6
user_6269,161.3,79.1
user_6270,167.8,75.1
user_6271,151.0,69.3
user_6272,163.4,79.3
user_6273,159.1,96.2
user_6274,146.7,85.2
user_6275,150.1,74.2
user_6276,145.4,96.7
user_6277,176.7,91.7
user_6278,171.9,88.3
user_6279,145.4,91.4
user_6280,130.4,83.0
user_6281,139.9,67.0
user_6282,178.5,90.1
user_6283,159.2,64.7
user_6284,163.1,83.5
user_6285,137.4,79.9
user_6286,166.7,71.6
user_6287,162.9,64.7
user_6288,161.0,62.7
user_6289,163.6,79.5
user_6290,178.5,104.4
user_6291,161.4,71.6
user_6292,149.1,71.5
user_6293,156.1,84.8
user_6294,175.0,86.2
user_6295,158.5,63.7
user_6296,184.2,95.1
user_6297,155.4,79.6
user_6298,152.4,79.4
user_6299,145.1,72.0
user_6300,134.9,70.9
user_6301,130.3,90.6
user_6302,155.0,76.9
user_6303,152.0,64.8
user_6304,180.8,73.7
user_6305,152.1,81.3
user_6306,143.3,97.7
user_6307,155.3,109.1
user_6308,154.1,80.3
user_6309,171.2,82.9
user_6310,136.0,69.5
user_6311,179.3,71.5
user_6312,161.2,72.7
user_6313,153.4,96.6
user_6314,165.6,85.1
user_6315,139.0,83.0
user_6316,164.7,95.6
user_6317,151.7,74.4
user_6318,130.6,62.4
user_6319,156.5,77.6
user_6320,145.3,99.8
user_6321,157.2,91.9
user_6322,177.4,86.6
user_6323,155.6,95.7
user_6324,150.1,68.7
user_6325,152.9,62.8
user_6326,156.9,104.1
user_6327,158.7,61.7
user_6328,173.8,104.7
user_6329,136.4,101.3
user_6330,160.7,68.7
user_6331,155.4,68.5
user_6332,140.5,81.5
user_6333,136.9,87.8
user_6334,133.8,73.8
user_6335,174.5,103.6
user_6336,171.8,101.5
user_6337,173.2,104.1
user_6338,174.6,76.3
user_6339,135.4,78.9
user_6340,175.7,73.8
user_6341,141.8,61.4
user_6342,176.3,81.1
user_6343,152.4,63.0
user_6344,137.2,108.3
user_6345,144.6,65.2
user_6346,150.3,65.5
user_6347,136.8,95.5
user_6348,130.9,81.8
user_6349,167.8,71.8
user_6350,163.2,62.2
user_6351,153.0,75.6
user_6352,159.6,89.0
user_6353,159.8,69.9
user_6354,135.4,74.7
user_6355,144.3,86.4
user_6356,137.4,87.4
user_6357,142.0,90.4
user_6358,161.5,82.6
user_6359,130.5,100.5
user_6360,157.2,61.0
user_6361,141.6,75.2
user_6362,173.7,68.3
user_6363,177.6,71.2
user_6364,143.9,87.7
user_6365,174.2,60.4
user_6366,142.9,78.5
user_6367,152.1,92.0
user_6368,138.4,95.1
user_6369,176.3,70.2
user_6370,140.8,99.2
user_6371,162.1,93.8
user_6372,143.0,89.3
user_6373,132.9,98.7
user_6374,169.2,94.2
user_6375,185.0,85.8
user_6376,151.9,72.4
user_6377,155.6,80.0
user_6378,166.0,108.6
user_6379,148.5,64.3
user_6380,147.5,81.9
user_6381,173.1,102.2
user_6382,156.2,98.9
user_6383,174.6,109.7
user_6384,154.8,90.0
user_6385,161.9,109.0
user_6386,152.8,61.2
user_6387,131.2,73.6
user_6388,148.4,68.8
user_6389,146.6,64.8
user_6390,181.1,87.9
user_6391,142.1,73.5
user_6392,150.6,83.4
user_6393,152.5,102.7
user_6394,147.0,106.8
user_6395,152.4,68.1
user_6396,158.4,68.8
user_6397,152.5,97.6
user_6398,140.2,78.2
user_6399,155.7,74.1
user_6400,130.2,89.1
user_6401,166.0,61.6
user_6402,147.0,78.0
user_6403,146.5,109.2
user_6404,149.7,103.7
user_6405,165.8,95.0
user_6406,177.9,90.2
user_6407,174.3,71.8
user_6408,151.3,84.5
user_6409,136.8,63.2
user_6410,146.5,84.9
user_6411,137.3,66.3
user_6412,167.0,82.5
user_6413,154.9,60.2
user_6414,147.8,61.7
user_6415,144.8,95.7
user_6416,171.5,89.5
user_6417,161.1,105.1
user_6418,138.1,73.8
user_6419,176.3,71.8
user_6420,148.2,69.9
user_6421,158.4,93.1
user_6422,149.3,85.0
user_6423,149.7,97.4
user_6424,140.4,73.7
user_6425,180.9,101.9
user_6426,143.7,62.7
user_6427,156.3,68.7
user_6428,161.8,83.0
user_6429,180.7,67.2
user_6430,145.8,66.2
user_6431,137.0,74.9
user_6432,132.4,106.1
user_6433,172.5,84.3
user_6434,165.4,68.7
user_6435,134.9,77.9
user_6436,140.2,86.0
user_6437,138.3,62.8
user_6438,180.8,107.4
user_6439,165.0,94.3
user_6440,181.0,62.0
user_6441,157.9,86.9
user_6442,158.5,75.7
user_6443,137.8,86.0
user_6444,143.7,76.2
user_6445,141.3,71.4
user_6446,147.7,79.4
user_6447,163.2,109.0
user_6448,173.6,68.0
user_6449,147.9,63.7
user_6450,144.6,60.6
user_6451,163.9,85.6
user_6452,171.9,80.8
user_6453,184.4,93.1
user_6454,140.2,86.8
user_6455,131.0,87.9
user_6456,149.3,98.3
user_6457,138.4,64.0
user_6458,154.1,76.5
user_6459,170.4,60.9
user_6460,176.0,78.6
user_6461,159.7,87.3
user_6462,175.9,79.6
user_6463,146.1,76.8
user_6464,173.2,77.6
user_6465,181.0,105.9
user_6466,177.7,94.1
user_6467,139.1,60.2
user_6468,154.4,97.9
user_6469,145.0,105.4
user_6470,151.4,63.7
user_6471,153.0,78.8
user_6472,147.5,82.0
user_6473,139.4,88.3
user_6474,153.6,94.0
user_6475,187.1,91.0
user_6476,174.5,109.9
user_6477,130.2,80.8
user_6478,146.8,75.8
user_6479,162.1,88.6
user_6480,173.1,74.0
user_6481,139.1,80.3
user_6482,143.6,83.1
user_6483,139.3,67.7
user_6484,151.8,60.8
user_6485,138.6,96.7
user_6486,141.5,84.0
user_6487,149.0,85.7
user_6488,173.1,91.3
user_6489,149.0,77.0
user_6490,140.2,83.9
user_6491,142.5,104.6
user_6492,141.1,104.8
user_6493,151.7,67.7
user_6494,152.1,78.2
user_6495,173.0,67.8
user_6496,159.1,90.3
user_6497,134.9,75.9
user_6498,138.4,87.4
user_6499,175.4,94.2
user_6500,186.2,74.2
user_6501,158.9,84.5
user_6502,148.0,82.8
user_6503,143.7,78.9
user_6504,132.1,86.8
user_6505,134.0,95.3
user_6506,141.2,98.2
user_6507,168.2,92.0
user_6508,144.4,78.6
user_6509,174.1,67.1
user_6510,147.9,74.1
user_6511,175.9,81.1
user_6512,182.4,103.5
user_6513,138.2,84.9
user_6514,176.7,97.6
user_6515,145.6,80.5
user_6516,138.3,95.7
user_6517,143.6,74.8
user_6518,160.4,76.4
user_6519,162.1,92.3
user_6520,161.2,109.7
user_6521,144.3,108.0
user_6522,155.1,88.7
user_6523,141.3,85.7
user_6524,188.2,93.2
user_6525,134.7,84.4
user_6526,141.6,62.3
user_6527,169.5,78.4
user_6528,169.6,79.2
user_6529,169.2,91.5
user_6530,161.9,66.7
user_6531,133.8,104.9
user_6532,138.7,93.8
user_6533,169.9,97.4
user_6534,185.8,70.4
user_6535,144.4,93.5
user_6536,147.2,81.5
user_6537,179.1,89.6
user_6538,172.7,84.4
user_6539,138.3,83.4
user_6540,139.1,61.5
user_6541,174.8,66.1
user_6542,149.0,77.3
user_6543,136.6,68.3
user_6544,144.6,93.3
user_6545,186.7,91.3
user_6546,161.4,89.4
user_6547,140.1,72.7
user_6548,180.6,99.4
user_6549,136.2,80.0
user_6550,138.6,87.8
user_6551,149.5,87.5
user_6552,184.2,97.8
user_6553,135.9,88.3
user_6554,139.8,93.2
user_6555,133.0,70.0
user_6556,162.4,88.5
user_6557,158.8,99.3
user_6558,177.0,87.1
user_6559,177.2,61.5
user_6560,139.3,81.0
user_6561,158.1,98.8
user_6562,153.5,103.7
user_6563,182.2,92.1
user_6564,138.2,74.9
user_6565,147.6,66.1
user_6566,148.2,79.2
user_6567,136.3,75.7
user_6568,135.4,98.9
user_6569,169.2,66.5
user_6570,178.4,83.2
user_6571,148.2,63.7
user_6572,135.3,75.9
user_6573,139.7,100.0
user_6574,163.6,90.7
user_6575,151.4,68.8
user_6576,140.0,74.0
user_6577,137.0,77.8
user_6578,157.6,90.4
user_6579,143.1,68.3
user_6580,149.6,86.4
user_6581,139.5,85.1
user_6582,146.7,94.4
user_6583,146.4,83.0
user_6584,142.6,85.2
user_6585,135.0,65.0
user_6586,167.6,86.1
user_6587,136.0,77.6
user_6588,142.3,85.1
user_6589,166.4,83.7
user_6590,167.2,62.6
user_6591,133.2,72.1
user_6592,161.5,74.3
user_6593,132.0,70.5
user_6594,173.2,86.1
user_6595,157.1,63.9
user_6596,169.1,79.9
user_6597,135.5,78.9
user_6598,179.8,72.6
user_6599,156.6,81.1
user_6600,176.8,92.3
user_6601,135.7,64.4
user_6602,152.5,98.1
user_6603,131.6,87.1
user_6604,146.1,68.9
user_6605,140.8,87.1
user_6606,155.3,85.0
user_6607,140.0,76.1
user_6608,174.0,64.1
user_6609,130.4,103.1
user_6610,161.8,108.2
user_6611,144.7,74.7
user_6612,173.9,85.4
user_6613,141.3,105.6
user_6614,152.0,81.0
user_6615,170.7,75.4
user_6616,161.4,88.3
user_6617,139.8,95.5
user_6618,162.2,100.0
user_6619,152.6,93.6
user_6620,137.5,99.5
user_6621,173.9,81.9
user_6622,165.8,61.2
user_6623,164.7,77.8
user_6624,146.1,94.5
user_6625,175.1,85.8
user_6626,137.0,102.3
user_6627,131.6,91.5
user_6628,180.9,95.7
user_6629,165.4,73.3
user_6630,130.7,93.8
user_6631,153.2,84.0
user_6632,154.0,100.0
user_6633,181.8,83.1
user_6634,150.6,99.6
user_6635,147.4,79.9
user_6636,139.6,108.2
user_6637,149.8,83.7
user_6638,166.3,72.9
user_6639,142.0,65.8
user_6640,136.2,95.7
user_6641,174.7,75.4
user_6642,144.7,85.3
user_6643,186.9,61.0
user_6644,148.7,82.3
user_6645,165.3,67.4
user_6646,139.2,72.3
user_6647,144.2,88.1
user_6648,174.9,77.1
user_6649,155.7,93.9
user_6650,152.7,66.6
user_6651,141.3,101.8
user_6652,160.4,96.3
user_6653,132.6,89.4
user_6654,183.4,82.4
user_6655,139.0,74.0
user_6656,147.5,96.7
user_6657,163.4,69.1
user_6658,132.5,97.9
user_6659,174.8,61.6
user_6660,171.5,86.8
user_6661,158.0,78.8
user_6662,167.3,74.9
user_6663,141.4,104.0
user_6664,160.7,69.2
user_6665,160.1,63.6
user_6666,157.3,93.5
user_6667,160.1,81.0
user_6668,141.3,73.4
user_6669,147.1,109.5
user_6670,149.5,73.9
user_6671,145.9,92.9
user_6672,189.8,71.7
user_6673,137.0,61.0
user_6674,164.7,87.1
user_6675,148.6,94.8
user_6676,159.7,70.8
user_6677,157.6,65.7
user_6678,160.4,86.2
user_6679,134.2,80.9
user_6680,187.3,70.3
user_6681,172.8,94.7
user_6682,154.2,72.5
user_6683,156.8,82.0
user_6684,140.0,103.3
user_6685,150.1,60.6
user_6686,163.0,109.3
user_6687,148.5,82.5
user_6688,161.6,67.0
user_6689,161.5,78.8
user_6690,154.4,96.0
user_6691,176.2,88.5
user_6692,178.1,70.3
user_6693,148.8,69.7
user_6694,172.5,89.6
user_6695,151.8,67.6
user_6696,170.1,89.7
user_6697,131.9,61.9
user_6698,148.1,95.4
user_6699,150.7,78.5
user_6700,174.2,96.4
user_6701,165.3,76.9
user_6702,183.6,96.8
user_6703,159.6,89.9
user_6704,137.8,91.0
user_6705,152.6,88.5
user_6706,157.5,93.9
user_6707,132.0,75.8
user_6708,174.1,91.9
user_6709,162.6,77.9
user_6710,139.2,91.0
user_6711,187.5,76.8
user_6712,140.9,87.7
user_6713,138.1,87.5
user_6714,147.1,79.5
user_6715,151.4,64.4
user_6716,159.8,93.2
user_6717,175.5,103.5
user_6718,139.6,87.6
user_6719,133.4,60.8
user_6720,155.4,65.5
user_6721,169.8,101.4
user_6722,143.3,84.4
user_6723,149.9,83.5
user_6724,150.5,82.6
user_6725,151.1,80.2
user_6726,136.4,104.6
user_6727,161.0,87.0
user_6728,132.3,83.6
user_6729,171.2,94.7
user_6730,154.0,67.1
user_6731,146.2,71.6
user_6732,174.9,73.2
user_6733,139.0,72.5
user_6734,153.1,99.3
user_6735,167.0,96.9
user_6736,148.7,81.6
user_6737,154.5,67.0
user_6738,159.0,77.9
user_6739,137.8,69.5
user_6740,142.9,61.2
user_6741,130.2,83.9
user_6742,156.8,75.4
user_6743,168.6,75.7
user_6744,155.7,61.0
user_6745,160.5,104.3
user_6746,135.6,65.4
user_6747,142.0,92.2
user_6748,169.6,76.0
user_6749,153.5,74.2
user_6750,150.3,67.8
user_6751,171.4,77.5
user_6752,183.6,94.2
user_6753,135.6,82.6
user_6754,138.8,82.7
user_6755,140.8,86.8
user_6756,130.1,81.6
user_6757,147.5,60.4
user_6758,139.9,98.3
user_6759,181.3,92.4
user_6760,180.4,83.4
user_6761,142.3,94.2
user_6762,167.8,106.5
user_6763,137.3,71.5
user_6764,146.3,93.6
user_6765,178.2,80.7
user_6766,152.3,88.6
user_6767,169.9,64.8
user_6768,141.1,80.9
user_6769,148.7,87.9
user_6770,176.5,62.7
user_6771,164.1,92.7
user_6772,154.5,62.3
user_6773,175.5,82.6
user_6774,139.3,71.5
user_6775,160.3,96.7
user_6776,163.2,75.5
user_6777,137.4,61.4
user_6778,145.5,67.0
user_6779,161.8,71.8
user_6780,143.5,80.0
user_6781,161.4,93.6
user_6782,181.4,82.2
user_6783,179.1,85.8
user_6784,142.8,98.9
user_6785,151.8,69.2
user_6786,167.8,79.7
user_6787,162.4,94.4
user_6788,159.6,81.1
user_6789,168.6,99.0
user_6790,133.9,89.7
user_6791,166.9,77.8
user_6792,134.4,85.2
user_6793,154.3,79.8
user_6794,150.2,75.2
user_6795,142.7,92.3
user_6796,143.9,96.9
user_6797,176.5,102.2
user_6798,137.4,105.8
user_6799,168.0,93.5
user_6800,157.3,101.1
user_6801,184.2,91.9
user_6802,138.7,84.9
user_6803,139.8,108.0
user_6804,141.7,84.7
user_6805,150.9,80.6
user_6806,142.6,81.6
user_6807,156.5,70.4
user_6808,155.8,63.1
user_6809,155.1,105.4
user_6810,133.8,85.9
user_6811,145.0,81.3
user_6812,157.5,98.1
user_6813,148.3,85.3
user_6814,168.5,101.1
user_6815,163.1,80.2
user_6816,181.8,90.0
user_6817,153.5,100.2
user_6818,152.9,62.9
user_6819,161.7,80.2
user_6820,157.9,70.2
user_6821,162.7,107.8
user_6822,161.6,60.1
user_6823,163.7,101.3
user_6824,142.4,80.6
user_6825,148.9,69.0
user_6826,168.9,65.1
user_6827,170.6,71.6
user_6828,170.4,78.4
user_6829,130.5,105.6
user_6830,169.8,65.8
user_6831,167.4,85.9
user_6832,152.9,89.8
user_6833,142.1,61.6
user_6834,147.5,60.5
user_6835,177.2,103.8
user_6836,134.4,64.1
user_6837,156.9,65.1
user_6838,139.1,73.0
user_6839,142.6,72.3
user_6840,137.1,69.7
user_6841,150.0,94.4
user_6842,167.8,105.9
user_6843,177.1,100.7
user_6844,156.2,72.9
user_6845,169.7,69.6
user_6846,158.4,89.0
user_6847,165.8,79.5
user_6848,148.8,93.4
user_6849,146.5,62.5
user_6850,130.4,74.0
user_6851,164.6,64.7
user_6852,136.6,87.6
user_6853,144.3,79.4
user_6854,137.1,70.6
user_6855,171.4,100.3
user_6856,187.1,107.2
user_6857,158.2,90.1
user_6858,179.3,98.3
user_6859,138.8,62.8
user_6860,158.6,104.1
user_6861,162.5,90.2
user_6862,143.1,62.9
user_6863,164.9,102.7
user_6864,139.8,85.3
user_6865,164.0,84.9
user_6866,173.7,104.6
user_6867,148.0,70.5
user_6868,180.5,75.3
user_6869,144.9,86.2
user_6870,171.2,83.9
user_6871,136.4,74.5
user_6872,161.2,102.8
user_6873,164.0,99.6
user_6874,145.0,101.7
user_6875,150.0,83.0
user_6876,167.8,82.5
user_6877,146.8,74.7
user_6878,170.6,69.2
user_6879,166.5,87.5
user_6880,136.5,97.8
user_6881,155.9,97.7
user_6882,169.2,63.4
user_6883,151.6,67.0
user_6884,162.7,97.1
user_6885,149.7,64.9
user_6886,152.2,90.5
user_6887,153.2,62.8
user_6888,147.9,79.5
user_6889,161.1,96.9
user_6890,146.8,61.4
user_6891,187.8,65.0
user_6892,171.0,99.3
user_6893,153.5,104.1
user_6894,157.9,84.3
user_6895,146.0,92.0
user_6896,155.0,87.5
user_6897,140.5,90.8
user_6898,157.3,66.4
user_6899,159.4,80.3
user_6900,151.8,97.9
user_6901,140.5,73.3
user_6902,159.9,77.5
user_6903,137.4,71.4
user_6904,155.0,82.7
user_6905,164.1,74.6
user_6906,176.5,86.5
user_6907,147.0,80.4
user_6908,168.9,101.9
user_6909,163.2,93.5
user_6910,138.0,106.2
user_6911,162.2,84.7
user_6912,172.4,101.7
user_6913,157.2,67.3
user_6914,177.6,60.5
user_6915,146.5,69.3
user_6916,150.1,61.4
user_6917,169.8,75.4
user_6918,136.9,78.4
user_6919,138.1,66.5
user_6920,169.4,69.3
user_6921,148.9,73.2
user_6922,185.6,90.8
user_6923,162.1,66.9
user_6924,134.4,87.1
user_6925,147.7,67.3
user_6926,169.1,92.3
user_6927,141.7,102.8
user_6928,163.2,103.2
user_6929,144.3,74.0
user_6930,139.7,60.7
user_6931,139.8,82.5
user_6932,143.4,88.4
user_6933,155.7,83.1
user_6934,140.4,61.3
user_6935,180.8,67.7
user_6936,152.5,61.0
user_6937,149.2,87.1
user_6938,148.4,62.2
user_6939,181.7,71.2
user_6940,143.9,94.7
user_6941,141.7,60.7
user_6942,187.3,79.6
user_6943,158.0,74.4
user_6944,133.2,94.8
user_6945,138.5,84.9
user_6946,162.2,85.0
user_6947,135.3,73.9
user_6948,169.3,108.1
user_6949,172.0,68.9
user_6950,163.5,64.4
user_6951,183.5,74.9
user_6952,156.8,67.1
user_6953,170.5,100.0
user_6954,143.6,71.8
user_6955,131.6,60.5
user_6956,164.7,82.3
user_6957,163.9,86.9
user_6958,131.4,75.2
user_6959,157.0,63.0
user_6960,159.4,68.4
user_6961,138.7,64.3
user_6962,158.8,97.5
user_6963,162.9,98.2
user_6964,149.4,80.6
user_6965,170.3,72.4
user_6966,140.1,66.5
user_6967,181.3,106.3
user_6968,141.4,65.1
user_6969,164.9,96.7
user_6970,149.5,82.2
user_6971,134.8,79.9
user_6972,132.5,76.2
user_6973,173.1,104.4
user_6974,146.0,60.4
user_6975,141.1,74.9
user_6976,177.9,104.7
user_6977,168.1,106.4
user_6978,157.8,84.6
user_6979,133.5,66.0
user_6980,140.1,63.3
