학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
대천서중학교,충남,일반중학교,58,12
대천여자중학교,충남,일반중학교,460,40
대천중학교,충남,일반중학교,524,45
미산중학교,충남,일반중학교,28,11
보령중학교,충남,일반중학교,55,13
웅천중학교,충남,일반중학교,58,12
주산중학교,충남,일반중학교,11,9
천북중학교,충남,일반중학교,32,11
청라중학교,충남,일반중학교,108,19
한내여자중학교,충남,일반중학교,445,35
대명중학교,충남,일반중학교,345,30
도고중학교,충남,일반중학교,23,12
선도중학교,충남,일반중학교,20,11
송남중학교,충남,일반중학교,169,24
신창중학교,충남,일반중학교,316,26
한들물빛중학교,충남,일반중학교,668,48
아산테크노중학교,충남,일반중학교,466,45
영인중학교,충남,일반중학교,44,13
온양여자중학교,충남,일반중학교,913,58
온양중학교,충남,일반중학교,824,60
온양용화중학교,충남,일반중학교,926,69
음봉중학교,충남,일반중학교,528,49
인주중학교,충남,일반중학교,88,19
온양신정중학교,충남,일반중학교,722,55
탕정중학교,충남,일반중학교,1244,86
아산배방중학교,충남,일반중학교,884,64
둔포중학교,충남,일반중학교,188,22
설화중학교,충남,일반중학교,891,64
온양한올중학교,충남,일반중학교,730,44
아산중학교,충남,일반중학교,819,49
모산중학교,충남,일반중학교,1110,73
고북중학교,충남,일반중학교,44,11
부석중학교,충남,일반중학교,56,12
서산부춘중학교,충남,일반중학교,475,40
서산여자중학교,충남,일반중학교,828,61
서산중학교,충남,일반중학교,888,64
서산석림중학교,충남,일반중학교,576,45
서산명지중학교,충남,일반중학교,63,17
성연중학교,충남,일반중학교,465,39
음암중학교,충남,일반중학교,134,22
인지중학교,충남,일반중학교,175,25
해미중학교,충남,일반중학교,183,24
대산중학교,충남,일반중학교,164,22
대철중학교,충남,일반중학교,79,16
서령중학교,충남,일반중학교,493,34
서일중학교,충남,일반중학교,263,18
팔봉중학교,충남,일반중학교,159,18
금산동중학교,충남,일반중학교,264,29
금산여자중학교,충남,일반중학교,280,27
금산중학교,충남,일반중학교,276,26
복수중학교,충남,일반중학교,26,10
부리중학교,충남,일반중학교,23,9
제원중학교,충남,일반중학교,31,11
진산중학교,충남,일반중학교,44,13
추부중학교,충남,일반중학교,122,21
강경중학교,충남,일반중학교,90,20
광석중학교,충남,일반중학교,28,14
노성중학교,충남,일반중학교,77,16
논산여자중학교,충남,일반중학교,523,45
논산중학교,충남,일반중학교,312,34
엄사중학교,충남,일반중학교,547,48
계룡중학교,충남,일반중학교,588,51
연무중학교,충남,일반중학교,148,20
연산중학교,충남,일반중학교,115,21
용남중학교,충남,일반중학교,645,51
강경여자중학교,충남,일반중학교,104,19
건양대학교병설건양중학교,충남,일반중학교,94,14
기민중학교,충남,일반중학교,258,21
논산대건중학교,충남,일반중학교,285,22
쌘뽈여자중학교,충남,일반중학교,337,25
연무여자중학교,충남,일반중학교,150,14
가야곡중학교,충남,일반중학교,17,11
부여여자중학교,충남,일반중학교,284,30
부여중학교,충남,일반중학교,303,36
석성중학교,충남,일반중학교,55,16
세도중학교,충남,일반중학교,23,11
양화중학교,충남,일반중학교,13,9
은산중학교,충남,일반중학교,45,15
임천중학교,충남,일반중학교,28,9
홍산중학교,충남,일반중학교,66,11
백제중학교,충남,일반중학교,254,21
외산중학교,충남,일반중학교,39,9
용강중학교,충남,일반중학교,34,10
비인중학교,충남,일반중학교,15,9
서면중학교,충남,일반중학교,43,11
서천여자중학교,충남,일반중학교,131,21
서천중학교,충남,일반중학교,217,27
장항중학교,충남,일반중학교,222,29
한산중학교,충남,일반중학교,17,12
동강중학교,충남,일반중학교,92,14
서림여자중학교,충남,일반중학교,69,9
판교중학교,충남,일반중학교,40,9
정산중학교,충남,일반중학교,131,22
청양중학교,충남,일반중학교,272,32
화성중학교,충남,일반중학교,24,12
동영중학교,충남,일반중학교,11,9
청신여자중학교,충남,일반중학교,47,10
내포중학교,충남,일반중학교,876,66
홍성중학교,충남,일반중학교,302,33
홍성여자중학교,충남,일반중학교,571,51
광천중학교,충남,일반중학교,140,22
갈산중학교,충남,일반중학교,47,11
홍동중학교,충남,일반중학교,107,21
홍성서부중학교,충남,일반중학교,30,10
금마중학교,충남,일반중학교,60,14
홍주중학교,충남,일반중학교,270,24
서해삼육중학교,충남,일반중학교,93,10
예산중학교,충남,일반중학교,437,43
예산여자중학교,충남,일반중학교,405,37
대술중학교,충남,일반중학교,9,9
삽교중학교,충남,일반중학교,66,16
덕산중학교,충남,일반중학교,593,50
고덕중학교,충남,일반중학교,78,16
신암중학교,충남,일반중학교,24,10
신양중학교,충남,일반중학교,39,10
광시중학교,충남,일반중학교,21,9
대흥중학교,충남,일반중학교,119,14
임성중학교,충남,일반중학교,47,9
근흥중학교,충남,일반중학교,27,9
만리포중학교,충남,일반중학교,23,10
남면중학교,충남,일반중학교,35,12
안면중학교,충남,일반중학교,135,22
원이중학교,충남,일반중학교,127,21
창기중학교,충남,일반중학교,9,11
태안여자중학교,충남,일반중학교,356,34
태안중학교,충남,일반중학교,373,39
고대중학교,충남,일반중학교,48,14
당진중학교대호지분교장,충남,일반중학교,10,8
원당중학교,충남,일반중학교,1053,77
당진중학교,충남,일반중학교,1109,73
면천중학교,충남,일반중학교,40,10
송산중학교,충남,일반중학교,211,25
순성중학교,충남,일반중학교,55,11
합덕여자중학교,충남,일반중학교,62,12
합덕중학교,충남,일반중학교,75,13
서야중학교,충남,일반중학교,118,12
석문중학교,충남,일반중학교,110,16
신평중학교,충남,일반중학교,643,43
송악중학교,충남,일반중학교,824,51
호서중학교,충남,일반중학교,563,36
고창여자고등학교,전북,일반고등학교,278,38
부안여자고등학교,전북,일반고등학교,215,34
전북대학교사범대학부설고등학교,전북,일반고등학교,682,59
군산상일고등학교,전북,일반고등학교,407,48
지평선고등학교,전북,일반고등학교,79,19
고산고등학교,전북,일반고등학교,123,30
고창고등학교,전북,일반고등학교,338,49
김제고등학교,전북,일반고등학교,117,20
군산고등학교,전북,일반고등학교,601,60
한들고등학교,전북,일반고등학교,179,31
김제여자고등학교,전북,일반고등학교,290,42
군산동고등학교,전북,일반고등학교,590,58
군산여자고등학교,전북,일반고등학교,981,83
남원고등학교,전북,일반고등학교,332,46
마령고등학교,전북,일반고등학교,58,9
남원여자고등학교,전북,일반고등학교,343,42
동계고등학교,전북,일반고등학교,23,11
부안고등학교,전북,일반고등학교,317,47
무풍고등학교,전북,일반고등학교,18,9
산서고등학교,전북,일반고등학교,28,9
한별고등학교,전북,일반고등학교,313,45
설천고등학교,전북,일반고등학교,60,13
안천고등학교,전북,일반고등학교,26,9
순창제일고등학교,전북,일반고등학교,256,41
위도고등학교,전북,일반고등학교,6,8
안성고등학교,전북,일반고등학교,112,22
여산고등학교,전북,일반고등학교,13,11
이리고등학교,전북,일반고등학교,794,78
이리여자고등학교,전북,일반고등학교,592,62
인월고등학교,전북,일반고등학교,49,13
임실고등학교,전북,일반고등학교,196,36
전라고등학교,전북,일반고등학교,857,78
장수고등학교,전북,일반고등학교,200,30
이리남성여자고등학교,전북,일반고등학교,596,52
전주고등학교,전북,일반고등학교,987,95
전주솔내고등학교,전북,일반고등학교,832,79
전주여자고등학교,전북,일반고등학교,702,78
전주제일고등학교,전북,일반고등학교,805,72
정읍여자고등학교,전북,일반고등학교,344,49
정읍고등학교,전북,일반고등학교,252,34
진안제일고등학교,전북,일반고등학교,120,20
함열고등학교,전북,일반고등학교,27,13
해리고등학교,전북,일반고등학교,15,13
군산제일고등학교,전북,일반고등학교,723,59
전주근영여자고등학교,전북,일반고등학교,799,64
고창북고등학교,전북,일반고등학교,278,33
전주기전여자고등학교,전북,일반고등학교,694,58
김제서고등학교,전북,일반고등학교,54,12
남성고등학교,전북,일반고등학교,779,60
서림고등학교,전북,일반고등학교,160,32
군산중앙여자고등학교,전북,일반고등학교,901,63
남원서진여자고등학교,전북,일반고등학교,284,33
동국대학교사범대학부속금산고등학교,전북,일반고등학교,59,9
덕암고등학교,전북,일반고등학교,421,45
동암고등학교,전북,일반고등학교,738,60
만경고등학교,전북,일반고등학교,95,18
백산고등학교,전북,일반고등학교,181,24
남원국악예술고등학교,전북,일반고등학교,249,34
상산고등학교,전북,일반고등학교,1032,69
전주성심여자고등학교,전북,일반고등학교,783,64
성원고등학교,전북,일반고등학교,277,34
만경여자고등학교,전북,일반고등학교,34,19
배영고등학교,전북,일반고등학교,307,32
성일고등학교,전북,일반고등학교,154,25
세인고등학교,전북,일반고등학교,140,23
순창고등학교,전북,일반고등학교,319,38
전주신흥고등학교,전북,일반고등학교,827,65
신태인고등학교,전북,일반고등학교,80,19
군산영광여자고등학교,전북,일반고등학교,673,49
전주영생고등학교,전북,일반고등학교,776,63
전주대학교사범대학부설고등학교,전북,일반고등학교,654,51
완산고등학교,전북,일반고등학교,579,55
